"X1";"Score";"text";"data"
"350";350;"0.518095254898071";"<U+26BD><U+FE0F> Cruzeiro escalado aqui em Fortaleza";2019-06-12 20:06:02
"351";351;"0.527928590774536";"A que horas é o jogo do cruzeiro";2019-06-12 19:52:32
"352";352;"0.58924126625061";"Fortaleza x Cruzeiro assistir online grátis e ao vivo pelo Campeonato Brasileiro série A quartafeira …";2019-06-12 19:44:52
"353";353;"0.374855995178223";"o video do teste da alterg realizado pelo fred e divulgado peloem ago

pf operacaoescobar…";2019-06-12 19:43:19
"354";354;"0.353069186210632";"Com a contadigital Digi Cruzeiro você pode fazer saques em qualquer lotérica

Baixe o aplicativo na Google Pla…";2019-06-12 19:41:32
"355";355;"0.511695086956024";"detalhes o link da matéria no site dodireciona agora para página inicial no twitter porém ainda há…";2019-06-12 19:34:30
"356";356;"0.575114250183105";"quem nunca";2019-06-12 19:31:43
"357";357;"0.483417004346848";"Maior parte da torcida cruzeirense éa favor da contratação de Ramires pra vaga do Lucas Silva e do retorno do Mar…";2019-06-12 19:26:38
"358";358;"0.591894567012787";"<U+26BD><U+FE0F><U+0001F4C6>Hoje o Fortaleza enfrenta o Cruzeiro no Brasileirao Qual é o seu palpite <U+0001F440>";2019-06-12 19:00:00
"359";359;"0.295648992061615";"Cruzeiro é processado pelo próprio patrocinador por não ter repassadodo valor da venda dos direitos econômico…";2019-06-12 18:49:43
"360";360;"1";"Estou sorteando duas camisas do CEC na minha página do Insta Acesse o link para participar <U+0001F60A><U+0001F499>";2019-06-12 18:39:49
"361";361;"0.566691279411316";"Palpite pra hoje

Capital do estado do CearáxCruzeiro

HojeEuAcerto

MitoDosPalpites";2019-06-12 17:53:42
"362";362;"0.521664679050446";"Cruzeiro deve R milhões à Concessionária Mineirão q rescindiu contrato apósanos de calote

Patrocinador cobrando…";2019-06-12 17:43:30
"363";363;"0.353069186210632";"Com a contadigital Digi Cruzeiro você pode fazer saques em qualquer lotérica

Baixe o aplicativo na Google…";2019-06-12 17:24:37
"364";364;"0.607787311077118";"<U+26BD><U+FE0F> Cruzeiro time treina agora no CT do Floresta e fecha a preparação aqui em Fortaleza Zagueiro Fabrício Bruno treina…";2019-06-12 17:06:56
"365";365;"0.615024566650391";"Hoje o Cruzeiro visita o Fortaleza ás H no estádio Castelão pelarodada do campeonato Brasileiro";2019-06-12 16:54:51
"366";366;"0.558107674121857";"É um Cruzeiro de Travessia que você quer
Na CVC TEM E ainda com AÉREO DA I";2019-06-12 16:01:44
"367";367;"0.52201384305954";"Ramires viaja a São Paulo para iniciar negociação com o Palmeiras SuperFC Ramires SaoPaulo Palmeiras Cruzeiro…";2019-06-12 15:35:13
"368";368;"0.62392270565033";"Últimas unidades da camisa IIcom atéde desconto Acesse o link e garanta já a sua 
gt…";2019-06-12 15:27:54
"369";369;"0.0238095242530107";"Ei vc aí Cadê o itair cadê o itair
Ei vc aí Cadê o itair cadê o itair

Não vai p…";2019-06-12 15:06:28
"370";370;"1";"HOJE TEM CRUZEIRÃO CABULOSO EM CAMPO <U+0001F64F><U+0001F3FD><U+0001F44A><U+0001F3FC><U+0001F499><U+0001F44A><U+0001F3FC><U+0001F499><U+0001F98A><U+0001F98A><U+0001F499><U+0001F44A><U+0001F3FC><U+26BD><U+0001F499><U+0001F98A><U+26BD><U+0001F499> HOJETEMCRUZEIRO HOJEÉDIADECRUZEIRO…";2019-06-12 15:03:37
"371";371;"0.713802695274353";"Isso é CRUZEIRO 

A importância dos redutos no Rio Grande do Norte é gigante nas caravanas dostorcedores apenassão…";2019-06-12 15:02:06
"372";372;"0.34143191576004";"Alguém tem notícia do Itair Ele foi na noite do caldo Vcs vão pagar o Pedrinho Supermercado BH Os cons…";2019-06-12 15:00:22
"373";373;"0.954375386238098";"Claro q teremos recepcao p o jogo daaki em Buenos Aires
Teremos aquecimento top <U+0001F37B> translados com a …";2019-06-12 15:00:16
"374";374;"0.340808033943176";"Já saiu o sorteio das quartas de finais da CopaDoBrasilejá está contando as horas pra partir pro combate…";2019-06-12 14:59:53
"375";375;"1";"Um bjo pra minha amada casal raiz tem a msm paixão no nosso caso o cruzeiro bbdebate";2019-06-12 14:44:13
"376";376;"0.41685563325882";"O Cruzeiro está vendendo o zagueiro Fabrício Brunoa preço da banana Isso leva a crer que a situação financeira do…";2019-06-12 14:37:40
"377";377;"0.413388311862946";"Olhem a pergunta que o repórter faz pro zagueiro Dedé do 

 Dedé faz mais de um ano que o Cruzeiro nã…";2019-06-12 14:19:15
"378";378;"0.575838387012482";"Mas já Foram bem ligeiros desta vez Cruzeiro";2019-06-12 14:07:34
"379";379;"0.080172061920166";"Aproveitando o dia dos namorados queria mandar um abraço pra esse casal que independente da crise andam sempre juntos…";2019-06-12 13:42:27
"380";380;"0.662195324897766";"Vira pro mozão e fala que nosso amor dure tanto quanto a carreira do Henrique no Cruzeiro

diadosnamorados Henrique ca…";2019-06-12 13:35:36
"381";381;"0.574727654457092";"Vira pro contatinho e diz nós fomos feitos um pro outro como o Thiago Neves pros momentos decisivos 

diadosnamorados T…";2019-06-12 13:35:32
"382";382;"0.450341105461121";"A CBF entrou com ação na Procuradoria do STJD contra Itair Machado vice de futebol do Cruzeiro EmItair declarou…";2019-06-12 13:28:04
"383";383;"0.0778064727783203";"Aproveitando o dia dos namorados queria mandar um abraço pra esse casal que independente da crise andam sempre junt…";2019-06-12 13:12:46
"384";384;"0.655929803848267";"Vira pro mozão e fala que nosso amor dure tanto quanto a carreira do Henrique no Cruzeiro

diadosnamorados…";2019-06-12 13:00:24
"385";385;"0.574727654457092";"Vira pro contatinho e diz nós fomos feitos um pro outro como o Thiago Neves pros momentos decisivos …";2019-06-12 13:00:22
"386";386;"0.466300070285797";"cruzeiro marcou e tomou gol emdos últimosjogos que disputou";2019-06-12 12:26:34
"387";387;"0.179238706827164";"Fazjogos que o Cruzeiro não vence";2019-06-12 12:25:19
"388";388;"0.571134746074677";"<U+0001F4C8> Esse é o histórico do meu time principal nas últimasrodadas


cartolafc cartola freestyle golfutebol…";2019-06-12 12:22:47
"389";389;"0.576277017593384";"Aditivos é com Zé das Baterias asasul asanorte sudoeste lagosul lagonorte cruzeiro taguatinga ceilandia…";2019-06-12 12:20:54
"390";390;"0.5";"Cruzeiro empatou seusúltimos jogos";2019-06-12 12:20:31
"391";391;"0.753005146980286";"Hoje tem Cruzeiro";2019-06-12 11:45:52
"392";392;"0.168668627738953";"Fortaleza e Cruzeiro tentam amenizar início ruim no Brasileiro SuperFC Cruzeiro Fortaleza CampeonatoBrasileiro…";2019-06-12 11:41:33
"393";393;"0.568475604057312";"Saiba como assistir Cruzeiro x Fortaleza Transmissão e escalação do confronto pelo Brasileiro SuperFC Cruzeiro…";2019-06-12 11:36:54
"394";394;"0.380794286727905";"Depois dederrotas seguidas fora de casas fortalezaec volta ao Castelão para encarar o Cruzeiro em jejum ain…";2019-06-12 11:36:21
"395";395;"0.82433819770813";"Largue o Mano Menezes entãoCruzeiro futebol <U+26BD><U+0001F3C6><U+0001F499>";2019-06-12 11:33:36
"396";396;"0.5";"FelizDiaDosNamorados MozãoCruzeiro <U+2665><U+FE0F>";2019-06-12 11:16:06
"397";397;"0.375675797462463";"E AÍ QUAIS AS SUAS ESCOLHAS














cruzeirodadepre Cruzeiro CruzeiroEsporteClube…";2019-06-12 11:03:36
"398";398;"0.643691062927246";"Lilian de Cássia dias dos namorados hoje ne

Pois então 

Tem jogo do Cruzeiro Por isso passo aqui pra te falar…";2019-06-12 10:57:06
"399";399;"0.680611371994019";"A CBF TV transmitexa partir das h direto de Nova Lima pelarodada do Campeonato Br…";2019-06-12 10:49:46
"400";400;"0.512151718139648";"Aniversariantes do dia 

Oberdan Cattani
Flávio Conceição
Diego Milito
Gil zagueiro
Mauricio Isla
Philippe Couti…";2019-06-12 10:39:45
"401";401;"1";"Hoje é dia de Cruzeiro<U+0001F98A><U+0001F499><U+0001F64F><U+0001F3FB> NasBatalhasComOCruzeiro Cruzeiro";2019-06-12 10:16:47
"402";402;"1";"<U+0001F3B6> NÓÓÓÓÓÓS SOMOS LOUCOS SOOOOOMOS CRUZEIRO <U+0001F3B6>

Bom dia Nação Azul Hoje tem a última batalha do Cabuloso ant…";2019-06-12 10:11:57
"403";403;"0.366380631923676";"Rodadahoje galeraúltima antes da pausa para a

Brasileirão

Botafogo x Gremio
Fortaleza…";2019-06-12 09:49:49
"404";404;"0.585833549499512";"Sérgio Nonato Alguém tire essa turma do Cruzeiro";2019-06-12 08:55:50
"405";405;"0.612264692783356";"Arbitragem completa para Fortaleza x Cruzeiro Jogo que você acompanha nos FM";2019-06-12 08:34:22
"406";406;"0.439918637275696";"A diretoria necessita de contratar reforços urgentes para suprir essas saídas Cruzeiro";2019-06-12 07:55:18
"407";407;"0.976190447807312";"Para quem quiser saber mais das estripulias de Itair Machado e do seu irmão Luciano vale a leitura da excelente repor…";2019-06-12 07:12:18
"408";408;"0.5";"<U+26BD><U+FE0F> Cruzeiro eleição do Conselho Fiscal adiada pro diade julho";2019-06-12 07:08:02
"409";409;"0.653811573982239";"Você é a nossa maior estrela torcedor Juntos somos imbatíveis somos cabulosos O Cruzeiro depende de você O Cruzeiro v…";2019-06-12 04:33:37
"410";410;"0.696601331233978";"OBRIGAÇÃO vencer <U+26BD><U+FE0F><U+0001F98A><U+0001F535><U+26AA> Cruzeiro";2019-06-12 01:05:06
"411";411;"1";"Hoje tem o maior time desse planeta terraHoje teme hoje por incrível que pareça por mais que seja uma c…";2019-06-12 01:04:02
"412";412;"0.469169318675995";"O Cruzeiro informa que o último treino em preparação para o jogo desta quartafeira diante do Fortaleza será realizado nes…";2019-06-12 00:53:03
"413";413;"0.598689913749695";"adquirido na primeira fase Já emnão se falava em favoritos cruzeiro e atletico faziam com méritos aqu…";2019-06-12 00:46:01
"414";414;"0.601018309593201";"partidas até então O rival se classificou na última rodada e apostou em um técnico interino para as finais d…";2019-06-12 00:44:07
"415";415;"0.696868717670441";"alcançar osgols de edmundo emPor outro lado o atletico tinha guilherme que creio ter terminado a f…";2019-06-12 00:41:10
"416";416;"0.246693968772888";"Empelonão era nascido e não lembro do contexto Vi hoje que fomos eliminados depois de dois empa…";2019-06-12 00:37:13
"417";417;"0.743005454540253";"Já sobre a suposta volta de Fred ao Fluminensevamos com calma O cara é profissional Foi profissional até no…";2019-06-12 00:20:34
"418";418;"0.253817588090897";"E gente ta dificil né 

E fantástico Minas Arena Supermercados BH

Onde iremos chegar

Espero que não…";2019-06-12 00:15:20
"419";419;"0.572495579719543";"Diana amp Flávio

gestante babynatureza happy cute instagood ensaio family sunpregnancy cruzeiro…";2019-06-11 23:51:31
"420";420;"0.400660783052444";"HAHAHAHAH
 Galvão sentiu

Comentarista mineiro putaço comeHAHAHAH

minas galo…";2019-06-11 23:46:06
"421";421;"0.43908753991127";"Confrontos das quartas de finais da Copa do Brasil são definidos 
Internacional Flamengo Palmeiras AthléticoPR…";2019-06-11 23:22:35
"422";422;"0.455465704202652";"Galo x Cruzeiro Raposa nunca venceu o Atlético em matamatas SuperFC Historico Classico Cruzeiro Atletico Copado…";2019-06-11 22:59:51
"423";423;"0.521664679050446";"Cruzeiro deve R milhões à Concessionária Mineirão q rescindiu contrato apósanos de calote

Patrocinador c…";2019-06-11 22:41:10
"424";424;"0.502530872821808";"E nossos advogados aqui doJa estão em busca dosmilhões referente ao Fred Antes que o Cruzeiro f…";2019-06-11 22:21:18
"425";425;"1";"A Jeunesse sempre surpreendendo
Foco e bora ganhar este cruzeiro incrível<U+0001F3AF>
 <U+0001F64B> me envie um direct que te explico tud…";2019-06-11 22:13:15
"426";426;"0.0941602885723114";"No último jogo do Cruzeiro contra o Corinthians realizado no Mineirão antes da parada para a Copa América não poderi…";2019-06-11 21:44:21
"427";427;"0.764408588409424";"Será sempre bem vindoCruzeiro sempre será sua casa <U+0001F1E7><U+0001F1F4><U+0001F1E7><U+0001F1F7> VoltaMarceloMoreno Cruzeiro maiordeminas Ca…";2019-06-11 20:33:19
"428";428;"0.513644456863403";"SPCerca defuncionários da empresa AmstedMaxion empresa especializada em fundição e equipamentos ferroviários…";2019-06-11 20:18:52
"429";429;"0.764408588409424";"Será sempre bem vindoCruzeiro sempre será sua casa <U+0001F1E7><U+0001F1F4><U+0001F1E7><U+0001F1F7> VoltaMarceloMoreno Cruzeiro maiordeminas Cabuloso";2019-06-11 20:08:17
"430";430;"0.100892752408981";"No último jogo do Cruzeiro contra o Corinthians realizado no Mineirão antes da parada para a Copa América não po…";2019-06-11 19:47:06
"431";431;"0.493194758892059";"E REPETIMOS MAIS UMA VEZ NUNCA DUVIDEM DO CRUZEIRO O CRUZEIRO CHEGA O CRUZEIRO CONQUISTA";2019-06-11 19:37:54
"432";432;"0.52196741104126";"A Toca da Raposa II vai receber durante a primeira fase da Copa América as seleções do Equador Paraguai e Japão O…";2019-06-11 19:25:11
"433";433;"0.471487581729889";"Achem o que quiser mas Robinho aberto na direita não me agrada 
CRUZEIRO";2019-06-11 19:21:53
"434";434;"0.713591754436493";"Acho MARKETEIRO DO KARALHO mas certeza ABSOLUTA e mais jogador que o Sassá contribui mais durante o jogo que o F…";2019-06-11 19:18:09
"435";435;"0.345638990402222";"Putsss Cruzeiro 
Num para mais não

Acho q vou da uma olhada se acho um papelzinho guardado ali…";2019-06-11 19:10:49
"436";436;"0.86113029718399";"Dia dos namorados amanhã Tavame sentindo solitária lembrei da estrela do Atlético fiquei até melhor
Cruzeiro";2019-06-11 18:50:13
"437";437;"0.641592681407928";"Para quem é fã de futebol agora é ode apostar aí também BR para os mineirinhos Cruzeiro mas tem para os santi…";2019-06-11 18:46:58
"438";438;"0.519989252090454";"Ainda sobre a CPIDaMinasArena Cruzeiro";2019-06-11 18:42:30
"439";439;"0.916005432605743";"O melhor goleiro do Brasil veste o Manto Azul

fabio cruzeiro goleirofabio muralhaazul cruzeiroguerreiro guerreiro…";2019-06-11 18:41:47
"440";440;"0.34335994720459";"Ja imagino o Itair andando escalar Hazard Cr e Messe no ataque para serem servidos pelo Thiago Neves Kkk
Cruzeiro futebolnaveia";2019-06-11 18:27:57
"441";441;"0.916005432605743";"O melhor goleiro do Brasil veste o Manto Azul

fabio cruzeiro goleirofabio muralhaazul cruzeiroguerreiro…";2019-06-11 18:07:56
"442";442;"0.596002280712128";"Dedé é invendível neste momento e neste time Cruzeiro";2019-06-11 18:05:48
"443";443;"0.326284170150757";"O Cruzeiro vender o Fabrício Bruno neste momento é um absurdo Vamos ficar apenas com o Murilo no banco caso esse…";2019-06-11 17:48:05
"444";444;"0.5";"Cruzeiro <U+0001F535><U+26AA> 
Cruzeiro";2019-06-11 17:02:45
"445";445;"0.742321848869324";"Fortaleza x CruzeiroPrognóstico da recuperação Cruzeiro CampeonatoBrasileiro Fortaleza Prognósticos…";2019-06-11 16:50:54
"446";446;"0.513644456863403";"SPCerca defuncionários da empresa AmstedMaxion empresa especializada em fundição e equipamentos ferrovi…";2019-06-11 16:50:07
"447";447;"0.583801627159119";"A matéria dofala sobre o imbróglio do Cruzeiro com o Mineirão Jogar no estádio dependendo do pu…";2019-06-11 16:34:24
