Id;Score;text;created
154;1;"<U+0001F3B5><U+0001F3B6> Filho do veeeentoooooo

<U+0001F44F><U+0001F3FE> Parabéns Euller pelo aniversário deanos Saúde paz e alegria Aqui é Galo <U+0001F44A><U+0001F3FE>

Campe…";16/03/2019 03:34
155;0.820287108421326;A Vila Olímpica é um clube com estrutura invejável Seja sócio;16/03/2019 03:22
156;0.552611172199249;<U+26AB><U+26AA> Galo x Américatorcedores garantidos Prossegue a venda presencial com gratuidade para crianças de até…;16/03/2019 03:14
157;0.348993927240372;Pessoal que fala das coletivas recentes do Levir nunca assistiu uma entrevista pós jogo do Bill Belichick Galo;16/03/2019 03:08
158;0.386071562767029;Domingo eu quero assistências dopara gols doGalo;16/03/2019 03:02
159;0.391844987869263;"h
deuleao
vaca
avestruz
leao
galo

Reform…";16/03/2019 02:59
160;0.435899436473846;"h
deuborboleta
vaca
vaca
galo
aguia

Otimi…";16/03/2019 02:59
161;0.120249629020691;É isdo gente Isso que falta so GALO EQUILÍBRIO<U+0001F447><U+0001F447><U+0001F447><U+0001F447><U+0001F447><U+0001F447><U+0001F447><U+0001F447><U+0001F632><U+0001F632><U+0001F632><U+0001F632><U+0001F632>;16/03/2019 02:56
162;0.576458394527435;heyhey galo athome shaolinrj em Rio de Janeiro;16/03/2019 02:48
163;0.646158576011658;"<U+0001F4AA><U+0001F3FE><U+26BD><U+FE0F> Direto da Cidade do Galo preparação para o jogo deste domingo contra o América pelo Campeonato Mineiro 

 oMaiorCA…";16/03/2019 02:33
164;0.629402756690979;<U+0001F68D><U+2708> Os atletas do nosso time sub nascidos emseguem agora para a Granja Comary em Teresópolis RJ para amistos…;16/03/2019 02:33
165;0.703356444835663;<U+0001F436> Olha a serenidade do Oliver Insta oliverqueengolden esperando o jogo de domingo para apoiar o Galo na arcãobancada do…;16/03/2019 02:14
166;0.334967851638794;Ele num era meia pra ele mesmo<U+0001F914>tá GaGaGALO;16/03/2019 02:08
167;0.446592777967453;"h
deuleao
vaca
avestruz
leao
galo

As uto…";16/03/2019 01:59
168;0.389666616916656;Hoje prefiro o Indepa mas por causa do america indepa nunca mais Galo;16/03/2019 01:58
169;0.219516217708588;"Alô
Um abraço e um f
Vão caçar quem te quer bando de manés
Quando o Galo precisava colocara…";16/03/2019 01:52
170;0.502087295055389;"Precisamos de um meia com raça e experiência Oé esse nome
voltadátolo
cam
galo";16/03/2019 01:06
171;0.491956323385239;"h
deuleao
vaca
avestruz
leao
galo

O home…";16/03/2019 00:59
